food_name,Meal type,Category,Standalone dish,Veg/Non Veg,servings_unit,unit_serving_energy_kj,unit_serving_energy_kcal,unit_serving_carb_g,unit_serving_protein_g,unit_serving_fat_g,unit_serving_freesugar_g,unit_serving_fibre_g,unit_serving_sfa_mg,unit_serving_mufa_mg,unit_serving_pufa_mg,unit_serving_cholesterol_mg,unit_serving_calcium_mg,unit_serving_phosphorus_mg,unit_serving_magnesium_mg,unit_serving_sodium_mg,unit_serving_potassium_mg,unit_serving_iron_mg,unit_serving_copper_mg,unit_serving_selenium_ug,unit_serving_chromium_mg,unit_serving_manganese_mg,unit_serving_molybdenum_mg,unit_serving_zinc_mg,unit_serving_vita_ug,unit_serving_vite_mg,unit_serving_vitd2_ug,unit_serving_vitd3_ug,unit_serving_vitk1_ug,unit_serving_vitk2_ug,unit_serving_folate_ug,unit_serving_vitb1_mg,unit_serving_vitb2_mg,unit_serving_vitb3_mg,unit_serving_vitb5_mg,unit_serving_vitb6_mg,unit_serving_vitb7_ug,unit_serving_vitb9_ug,unit_serving_vitc_mg
Amaranth ladoo (Rajgira ladoo),Snack,Lunch/Dinner,,,ladoo,830.03,199.28,22.52,4.44,9.96,8.74,2.24,4014.23,3592.49,1428.34,14.76,63.44,115.12,101.78,3.29,182.07,2.84,0.25,3.98,0.29,1.42,0,0.83,55.32,1.61,13.71,0,0.81,0,9.52,0.02,0.02,0.28,0.11,0.19,0.62,9.52,0.03
Chhena poda,Dessert,Lunch/Dinner,,,slice,1075.07,255.84,24.98,10.16,13.32,22.76,1.04,5046.66,5957.71,1447.43,2.46,219.26,196.17,48.79,9.65,111.58,1.05,0.26,10.65,0.05,0.37,0.01,1.69,9.22,1.7,0.44,0,0.62,0,42.67,0.05,0.06,0.35,0.34,0.03,9.11,42.67,0.09
Sweet couscous dessert,Dessert,Lunch/Dinner,,,bowl,1904.45,451.75,68.37,8.78,17.71,36.59,5.01,6109.78,7114.8,2732.12,21.57,71.23,193.11,71.94,9.72,422.3,1.94,0.37,3.3,0,1.09,0.01,1.32,97,5.16,23.99,0,7.5,0,29.16,0.27,0.08,1.74,0.51,0.27,3.63,29.16,34.1
Sweetened yogurt (Shrikhand),Dessert,Lunch/Dinner,,,bowl,1381.46,326.5,48.79,16.07,8.81,48.18,0.24,5361.16,2403.89,406.92,30.32,557.54,477.07,55.94,224.23,795.3,0.5,0.03,5.71,0,0.23,0.01,2.01,77.18,0.5,0.26,0,0.23,0,50.44,0.18,0.75,0.57,1.39,0.29,7.36,50.44,2.79
Thickened sweetened milk (Rabri),Dessert,Lunch/Dinner,,,bowl,951.08,226.44,23.23,7.74,11.78,22.23,0.43,5855.08,4061.11,824.6,0,246.43,224.51,33.03,52.69,277.24,0.64,0.17,2.54,0.01,0.16,0.03,0.93,0,1.2,0.21,0,0.39,0,16.31,0.09,0.23,0.25,0.75,0.1,4.28,16.31,4.09
Gram flour halwa (Besan halwa),Dessert,Lunch/Dinner,,,piece,1718.25,411.15,38.29,8.73,25.69,23.52,2.7,14257.64,7102.18,1897.2,49.2,115.01,146.98,30.37,22.87,190.52,1,0.18,2.31,0,0.51,0.02,0.82,184.4,2.08,0.32,0,2.19,0,51.61,0.15,0.13,0.56,0.62,0.15,3.68,51.61,1.66
Prawn sandwich,Breakfast,Lunch/Dinner,,,sandwich,1615.6,386.79,27.11,23.62,21.14,2.76,3.53,2803.15,13632.72,3185.26,92.79,172.21,334.99,88.82,486.51,347.81,2.53,0.52,61.13,0.03,0.76,0.01,2.21,7.4,6.19,0.18,1.48,17.62,371.25,50.99,0.16,0.09,3.02,2.44,0.25,2.29,50.99,12.57
Watercress sandwich,Breakfast,Lunch/Dinner,,,triangle,520.9,124.17,15.17,2.8,6.21,0.98,1.22,3527.61,1413.65,203.76,14.38,53.13,35.9,10.32,220.53,76.07,0.54,0.05,2.15,0,0.17,0,0.25,64.67,0.18,0.19,0,8.42,0,12.14,0.07,0.03,0.54,0.07,0.03,0.45,12.14,2.23
Fish sandwich,Breakfast,Lunch/Dinner,,N,sandwich,1635.78,391.45,26.29,12.31,27.02,2.72,3.2,4797.29,14623.41,6248.08,21.92,123.23,179.01,42.03,421.91,270.71,1.79,0.14,13.36,0,0.77,0.01,1.05,20.07,3.49,0.13,0.23,6.6,0.37,39.29,0.16,0.07,2.27,0.73,0.19,1.92,39.29,3.89
Kidney bean sandwich with cottage cheese,Breakfast,Lunch/Dinner,,,triangle,1772.75,423.42,45.21,23.6,16.4,8.84,8.77,7612.46,5777.31,1076.33,6.39,399.42,424.63,104.6,234.84,711.36,3.92,0.47,26.67,0.08,0.82,0.02,3.16,28.74,0.38,12.53,0,6.48,0,213.8,0.22,0.18,1.71,1.18,0.17,13.39,213.8,5.33
Finger millet biscuit (Ragi biscuit),Cookies,Lunch/Dinner,,,biscuit,1437.08,345.41,39.69,3.03,19.43,12.73,4.5,11951.85,4981.46,815.39,48.35,155.96,131.62,59.25,74,186.18,1.92,0.28,6.13,0.01,1.31,0,1.06,217.47,0.48,16.63,0,2.89,0,13.87,0.15,0.08,0.54,0.13,0.02,0.4,13.87,0
Buttermilk biscuit,Cookies,Lunch/Dinner,,,biscuit,1721.41,414.46,44.88,7.4,22.49,4.43,1.52,13949.47,5635.23,896.15,58.35,86.3,237.02,22.13,416,150.98,0.99,0.11,1.7,0,0.35,0,0.73,260.63,0.52,3.7,0.6,2.54,0,11.23,0.1,0.13,0.46,0.58,0.06,0.37,11.23,0
Lemon cookies,Cookies,Lunch/Dinner,,,cookie,2571.96,617.36,66.02,8.81,36.02,36.73,1.23,22408.79,9166.45,1479.94,128.59,112.74,163.24,19.57,132.58,123.72,1.08,0.12,3.38,0,0.25,0,1,443.69,0.86,2.69,0.07,3.2,1.22,10.76,0.07,0.13,0.36,0.43,0.06,1.83,10.76,1.5
Sweet potato biscuit (Shakarkand ke biscuit),Cookies,Lunch/Dinner,,,biscuit,1859.68,447.31,57.55,7.75,20.08,3.82,3.42,12413.64,4992.92,905.77,51.06,85.03,353.55,29.13,512.48,277.23,1.22,0.19,0.76,0,0.5,0,0.78,228.93,0.47,4.6,0.27,3.69,0,17.7,0.13,0.1,0.78,0.92,0.11,2.69,17.7,7.95
Raspberry shortbread cookies,Cookies,Lunch/Dinner,,,cookie,682.95,163.49,22.7,1.11,7.88,15.14,0.28,4950.8,1990.51,303.04,20.15,5.12,13.8,3.41,2.25,19.1,0.22,0.03,0,0,0.06,0,0.11,90.61,0.18,0.67,0,0.8,0,1.66,0.02,0.01,0.08,0.08,0.01,0.09,1.66,0.01
Pumpkin cookies,Cookies,Lunch/Dinner,,,cookie,786.84,186.63,38.19,2.15,3.36,27.02,0.91,1964.93,862.68,199.98,18.99,16.54,53.36,7.57,44,70.17,0.45,0.07,1.33,0,0.17,0,0.23,40.17,0.21,1.27,0.03,13.65,0.46,7.8,0.03,0.02,0.19,0.18,0.03,0.92,7.8,1.26
Greenpea cookies,Cookies,Lunch/Dinner,,,cookie,505.84,120.92,17.5,4.95,3.22,10.96,4.03,294.42,1740.77,910.45,0,36.75,165.41,34.19,174.38,183.05,1.12,0.22,0.83,0,0.42,0.01,0.76,0,1.31,4.9,0,17.29,0,28.24,0.12,0.03,0.73,0.38,0.09,2.02,28.24,16.8
Sunflower cookies,Cookies,Lunch/Dinner,,,cookie,3993.3,954.3,73.44,17.39,66.5,44.5,7.24,20216.77,19592.32,23194.61,48.35,129.14,550.67,247.59,333.02,385.92,4.04,1.67,27.44,0.01,1.54,0.01,4.37,217.47,13.74,3.29,0,7.19,0,51.65,0.38,0.11,1.17,0.81,0.56,1.62,51.65,0
Cardamom cookies (Elaichi cookies),Cookies,Lunch/Dinner,,,cookie,3663.72,875.47,118.02,11.15,41.8,85.24,6.09,24944.17,10970.15,2136.12,243.1,55.1,250.1,75.26,215.22,243.63,3.09,0.39,43.89,0,1.86,0,2.13,514.13,1.59,7.33,0.34,4.19,5.84,34.95,0.24,0.19,1.29,1.07,0.2,7.82,34.95,0
Hazelnut cookies,Cookies,Lunch/Dinner,,,cookie,1757.19,423.02,33.82,5.36,29.99,18.87,2.1,10897.15,15042.35,2093.44,40.29,40.67,94.02,42.98,69.5,199.94,1.11,0.33,0.45,0,1.23,0,0.68,181.22,5.98,1.35,0,1.6,0,19.45,0.13,0.06,0.4,0.49,0.15,17.25,19.45,0
Milk cookies,Cookies,Lunch/Dinner,,,cookie,2386.3,573.57,60.46,13.1,31.16,27.54,1.24,19561.68,7913.99,1209.34,84.81,314.1,337.51,40.71,195.41,481.17,0.93,0.09,5.69,0,0.28,0,1.41,361.82,0.71,3.03,0,3.16,0,19.54,0.16,0.43,0.58,1.17,0.12,1.07,19.54,2.03
Cranberry cookies,Cookies,Lunch/Dinner,,,cookie,2114.17,506.14,67.6,7.28,23.52,37.08,2.09,14202.44,6077.46,1135.76,108.15,67.17,148.79,21.41,108.21,172.82,1.32,0.15,6.45,0.01,0.33,0.09,0.76,269.2,0.81,3.13,0.13,3.41,2.19,17.21,0.09,0.1,0.45,0.68,0.09,3.6,17.21,5.52
Olive biscuit,Cookies,Lunch/Dinner,,,biscuit,865.54,207.31,26.02,1.52,11.23,15.26,0.39,6057.34,3250.87,464.36,23,5.09,18.03,4.51,56.81,25.22,0.65,0.03,0,0,0.09,0,0.15,103.46,0.28,0.94,0,1.72,0,2.28,0.02,0.02,0.11,0.11,0.01,0.1,2.28,0
Tutti fruitti biscuit,Cookies,Lunch/Dinner,,,biscuit,1901.54,457.39,57.74,5.66,19.46,17.12,5.91,11931.59,4824.09,1028.27,48.35,25.88,211.2,65.62,101.21,168.77,2.13,0.25,27.62,0,1.55,0,1.52,217.47,0.56,6.98,0,2.46,0,15.19,0.22,0.09,1.23,0.46,0.13,0.44,15.19,0
Peach blueberry preserves,Preserves,Breakfast,,,half-pints,2916.94,685.58,176.88,2.03,0.78,175.2,4.41,66.99,357.11,204.92,0,34.92,43.65,19.86,10.85,500.36,1.26,0.35,1.04,0.01,0.59,0.18,0.39,0,0.73,3.76,0,6.96,0,16.68,0.06,0.06,0.68,0.39,0.16,3.47,16.68,16.56
Pear preserves (Naashpati ka murabba),Preserves,Breakfast,,,half-pints,2561.21,603.53,153,1.5,1.11,150.16,18.23,315.4,98.7,417.35,0,39.17,29.21,33.63,12.52,442.77,1.39,0.46,0.06,0.04,0.33,0,0.41,0,1.22,6.02,0,51.14,0,21.93,0.08,0.08,0.54,0.21,0.37,5.74,21.93,15.65
Starfruit preserves,Preserves,Breakfast,,,jar,892.35,209.51,54.63,0.39,0.19,54.38,1.26,16.85,15.13,93.45,0,8.51,6.5,6.64,3.35,80.8,0.32,0.09,0.33,0.01,0.03,0,0.17,0,0.18,0.43,0,0.9,0,4.32,0.04,0.01,0.16,0.13,0.03,0.06,4.32,17.65
Gooseberry pickle (Amla ka achaar),Pickle,Lunch/Dinner,,,jar,271.46,64.86,1.77,0.36,6.43,0.08,0.86,726.08,3729.11,1399.16,0,7.26,11.06,5.35,20.11,46.37,0.24,0.02,0.66,0,0.16,0.01,0.06,0,0.07,0.41,0,0.99,0,2.09,0.01,0.01,0.09,0.05,0.02,0.05,2.09,4.85
Lotus stem pickle (Kamal kakdi ka achar),Pickle,Lunch/Dinner,,,jar,1687.67,403.96,78.95,5.68,6.29,9.96,33.76,654.96,3287.86,405.67,0,541.81,175.2,226.9,715.29,4039.98,80.93,1.64,0,0,0.02,0,0.03,0,0.25,0.28,0,4.29,0,1.91,1.1,1.62,2.61,0.02,0.02,0.06,1.91,12.35
Date pickle (Khajoor ka achaar),Pickle,Lunch/Dinner,,,small bowl,1050.65,251.9,47.9,2.32,5.81,42.11,7.19,763.47,1172.03,3599.79,0,57.34,61.75,54.24,191.89,600.96,2.71,0.27,0.5,0.01,0.72,0,0.63,0,2.52,1.84,0,7.11,0,15.77,0.04,0.06,1.35,0.41,0.19,0.64,15.77,3.46
Garlic pickle (Lahasun ka achar),Pickle,Lunch/Dinner,,,jar,871.76,211.44,4.99,1.9,20.39,1.19,2.62,2966.98,7666.63,8812.98,0,27.94,35.75,17.15,137.58,159.03,0.93,0.07,0.3,0,0.18,0.05,0.32,0,0.05,0.56,0,3.38,0,15.98,0.05,0.07,0.25,0.28,0.17,0.67,15.98,7.33
Fermented bamboo shoot pickle (Mesu pickle),Pickle,Lunch/Dinner,,,jar,341.17,81.52,2.36,2.15,7.62,0.39,3.05,908.57,4101.78,1736.4,0,22.65,59.99,15.33,219.78,591.89,0.94,0.21,3.23,0.01,0.58,0,0.6,0,0,0.54,0,4.62,0,23.14,0.09,0.11,0.66,0.32,0.24,7.44,23.14,19.87
Sweet peach pickle (Aadoo ka achaar),Pickle,Lunch/Dinner,,,jar,1485.08,349.29,89.38,1.12,0.49,88.06,3.18,46.07,249.34,95.9,0,28.95,25.48,13.63,79.78,362.83,0.8,0.2,0.87,0.01,0.46,0.09,0.22,0,0.03,3.01,0,6.08,0,8.5,0.03,0.03,0.36,0.19,0.12,1.72,8.5,7.36
Pickled mustard greens,Pickle,Lunch/Dinner,,,jar,644.9,154.13,12.34,17.73,2.61,0.25,19.91,721.41,144.98,1647.63,0,956.7,360.97,265.78,2846.89,2043.68,14.28,1.21,40.34,0.2,2.06,0.01,3.42,0,2.86,27.24,0,962.74,0,550.52,0.4,0.91,2.97,1.31,0.8,8.51,550.52,301.6
Small onion pickle,Pickle,Lunch/Dinner,,,bowl,81.17,18.92,3.1,1.85,0.72,3.35,1.22,111.1,112.35,388.68,0,35.83,54.67,10.3,279.83,241.05,1.35,0.08,1.08,0,0.14,0,0.51,0,0.26,0,0,3.7,0,16.9,0.05,0.09,0.93,0.15,0.25,0.75,16.9,19.37
Green tomato pickle (Haray tamatar ka achaar),Pickle,Lunch/Dinner,,,jar,506.42,122.91,1.82,0.79,12.51,0.49,1.1,1493.46,2660.45,7757.7,0,9.05,18.72,10.18,101.24,130.78,0.49,0.04,4.71,0.01,0.12,0.02,0.13,0,6.12,0.84,0,9.32,0,7.15,0.05,0.03,0.31,0.16,0.05,2.38,7.15,8.21
Pickled cabbage,Pickle,Lunch/Dinner,,,jar,149.3,35.51,6.64,1.01,0.35,5.39,1.58,47.42,165.27,112.82,0,41.37,24.8,15.91,314.74,150.82,0.48,0.04,0.96,0,0.3,0.01,0.17,0,0.03,0.28,0,57.09,0,23.56,0.02,0.03,0.25,0.12,0.07,0.71,23.56,16.63
Coconut pickle (Nariyal ka aachar),Pickle,Lunch/Dinner,,,jar,599,144.86,3.23,0.85,14.48,2.51,1.78,11633.18,971.66,370.33,0,12.54,18.09,9.02,49.44,95.86,0.73,0.07,0.49,0,0.14,0.07,0.15,0,0.31,0.76,0,4.81,0,5.56,0.02,0.02,0.22,0.06,0.05,0.13,5.56,1.71
Potato pickle (Aloo ka achaar),Pickle,Lunch/Dinner,,,bowl,714.06,173.17,3.69,0.97,17.1,0.38,1.04,2523.08,3596.36,10144.33,0,22.73,27.79,16.33,100.27,146,0.53,0.07,0.25,0,0.1,0.02,0.21,0,7.61,0.83,0,4.48,0,8.16,0.04,0.02,0.34,0.15,0.06,0.59,8.16,10.14
Mango murabba candy,Snack,Lunch/Dinner,,,candy,949.64,222.94,58.76,0.2,0.04,56.8,0.72,7.67,4.41,8.18,0,12.58,4.84,5.81,10.42,42.97,0.25,0.09,0.03,0,0.23,0,0.08,0,0.2,1.81,0,3.19,0,5.7,0,0,0.06,0.03,0.03,0.32,5.7,19.85
Afghani chicken,Main Course,Lunch/Dinner,,N,plate,1201.76,287.5,3.69,29.72,17.21,1.57,0.58,2355.89,3643.19,2255.08,79.96,66.67,287.99,53.81,165.11,491.52,1.97,0.51,24.41,0,0.26,0.02,1.49,20.17,1.49,0.47,1.73,12.01,34.75,20.52,0.18,0.13,10.25,1.63,0.71,5.99,20.52,3.54
Fish orly,Main Course,Lunch/Dinner,,N,fillet,6826.28,1657.28,12.54,17.27,171.06,0.7,0.96,22273.37,35074.41,106420.3,34.63,28.08,264.95,34.84,400.92,277.62,0.92,0.09,24.59,0.01,0.17,0.02,0.66,25.26,83.1,0.78,0.51,11.45,0.82,12.83,0.07,0.05,1.37,1.06,0.16,0.26,12.83,1.35
Hariyali Fish Tikka,Main Course,Lunch/Dinner,,N,kebab,1116.13,268.25,3.94,25.01,16.79,1.49,1.77,9383.06,4042.42,1760.54,77.27,62.24,290.24,60.5,179.35,460.19,1.49,0.14,37.35,0.02,0.29,0.04,0.89,132.29,2.26,1.45,0.76,26.8,1.24,26.78,0.09,0.07,1.94,1.53,0.23,1.02,26.78,11.11
Chicken manchurian,Main Course,Lunch/Dinner,,N,plate,2633.85,632.99,26.96,42.4,53.18,3.98,1.83,5420.39,8303.38,19891.01,168.44,117.93,427.5,73.69,10738.73,799.77,5.7,0.49,33.4,0,0.48,0.02,2.36,58.2,15.75,1.17,1.94,4.47,38.4,45.99,0.19,0.17,10.77,2.03,0.8,10.36,45.99,10.37
Handi chicken,Main Course,Lunch/Dinner,,N,plate,1611.22,384.96,3.47,28.57,28.9,1.75,1.56,3246.45,11459.07,4152.75,78.18,62.25,257.37,42.08,175.4,497.76,2.16,0.4,23.73,0,0.54,0.03,1.25,11.85,0.43,0.68,1.73,4.04,34.75,20.46,0.14,0.12,10.26,1.56,0.71,5.86,20.46,1.47
Lemon chicken,Main Course,Lunch/Dinner,,N,plate,2033.46,486.57,1.58,57.88,27.67,0.46,0.46,4554.75,3576.8,1159.13,172.38,49.87,474.98,57.05,229.07,810.52,2.73,0.73,49.18,0,0.11,0.01,2.12,61.52,0.87,0.14,3.65,1.15,73.53,31.21,0.27,0.17,21.36,3.07,1.42,11.15,31.21,8.94
Lemon butter fish,Main Course,Lunch/Dinner,,N,piece,1333.43,320.49,1.51,32.77,20.52,0.46,0.72,10321.56,6375.4,2186.17,92.22,37.32,367.49,59.13,375.45,480.67,0.8,0.1,50.19,0.02,0.08,0.01,0.99,148.52,2.52,0.09,1.04,4.75,1.68,19.1,0.1,0.07,2.43,1.93,0.25,0.1,19.1,8.7
Baked eggs in tomato sauce,Main Course,Breakfast/Lunch/Dinner,,N,plate,1671.1,398.25,18.79,24.48,25.99,10.08,0.04,7168.94,10197.83,5341.35,384.38,357.88,384.95,102.22,936.33,1599.58,6.52,0.19,46.49,0,1.89,0.01,2.62,245.77,7.95,0.03,0.84,1310.45,14.61,317.88,0.43,0.42,4.42,2.06,0.96,21.5,317.88,245.7
Egg in a pepper,Main Course,Breakfast/Lunch/Dinner,,N,egg,3136,749.5,1,73.58,50.49,0.28,0.99,16301.46,19164.43,6411.86,2013,280.8,1028.19,74.65,1070.25,841.96,10.25,0.42,222.64,0,0.26,0.02,6.88,1089,8.37,0.41,4.62,10.24,80.36,290.24,0.36,1.05,0.81,8.16,0.95,102,290.24,33.6
Spinach mushroom scrambled egg (Palak mushroom bhurji),Main Course,Breakfast/Lunch/Dinner,,,plate,773.08,184.98,0.68,15.46,13.4,0.12,0.46,6110.91,4455.06,1183.35,322.05,163.4,239.59,22.6,265.47,210.49,1.87,0.08,36.32,0,0.12,0.02,1.57,219.98,1.44,1.63,0.78,26.03,12.27,54.24,0.07,0.22,0.19,1.36,0.17,16.35,54.24,2.27
Corn omelette/omlet,Main Course,Breakfast/Lunch/Dinner,,N,omelette,1350.5,324.26,3.05,22.09,25.04,0.79,0.04,11905.89,7918.65,2124.22,492.14,186.92,349.76,33.72,323.26,283.46,2.59,0.11,51.56,0,0.11,0.01,2.37,391.39,2.26,0.03,1.05,1.64,18.26,81.65,0.14,0.33,0.84,2.19,0.23,23.55,81.65,2.9
Cajun chicken,Main Course,Lunch/Dinner,,N,chicken breast,1286.58,309.78,3.25,21.26,23.43,1.84,1.49,8615.72,8606.69,1220.24,65.86,262.95,283.02,31.7,2914.72,304.09,0.88,0.22,12.4,0.01,0.16,0.01,1.96,123.95,0.74,0.47,0.76,16.87,15.29,44.55,0.1,0.18,4.78,0.96,0.44,6.25,44.55,45.44
Paaner do pyaza,Main Course,Lunch/Dinner,,,bowl,1227.74,296.11,7.9,9.78,25.2,5.09,1.94,8376.66,6762.76,8078.38,34.94,132.68,190.96,39.54,372.54,313.59,1.04,0.17,4.2,0,0.39,0.03,1,115.57,6.22,2.64,0,9.6,0,35.64,0.1,0.23,0.62,0.46,0.15,5.63,35.64,16.81
Cabbage manchurian (Pattagobhi manchurian),Main Course,Lunch/Dinner,,,bowl,6842.35,1660.41,35.9,4.71,166.47,2.47,2.75,20186.62,34235.43,105066.2,1.33,23.56,65.6,25.89,555.41,255.01,1.47,0.11,0.36,0.01,0.5,0.01,0.54,3.47,81.63,2.79,0,19.37,0,30.24,0.09,0.06,0.75,0.51,0.12,1.74,30.24,28.39
Gobi 65,Dry vegetable,Lunch/Dinner,,,plate,9827.23,2386.48,30.81,4.81,249.63,2.48,4.9,30402.97,51170.44,157503,2.47,106.11,112.44,49.34,593.56,483.58,2.6,0.18,1.77,0.01,0.92,0.08,0.66,6.3,122.23,4.73,0,64.31,0,37.66,0.09,0.16,1.06,0.55,0.21,2.37,37.66,27.52
Paneer lababdar,Main Course,Lunch/Dinner,,,bowl,1674,403.24,12.87,15.23,32.36,7.51,4.43,7256.64,8907.86,13971.69,27.5,212.41,296.38,75.03,544.6,556.24,2.14,0.32,6.44,0.01,0.72,0.07,1.61,80,10.54,10.1,0,44.24,0,56.6,0.18,0.34,1.03,0.81,0.22,8.62,56.6,27.48
Roasted cauliflower steak,Main Course,Lunch/Dinner,,,cauliflower steak,349.06,84.48,2.17,2.2,7.19,0.48,3.79,1084.14,4953.49,772.69,0,26.28,47.97,23.84,129.05,334.64,1.02,0.06,0.51,0.01,0.25,0.01,0.32,0,0.37,1.38,0,18.64,0,46,0.04,0.07,0.31,0.62,0.13,2.48,46,47.14
Sauteed radishes with green beans,Side Dish,Lunch/Dinner,,,plate,379.53,91.11,5.83,2.33,6.38,1.72,3.4,2077.9,2035.03,1902.66,7.19,38.83,79.25,43.59,62.88,312.29,0.98,0.13,0.78,0,0.74,0.01,0.57,32.33,0.4,1.1,0,12.69,0,45.89,0.06,0.04,0.77,0.23,0.28,5.38,45.89,6.55
Garlic chutney/Poondu chutney (Lahasun ki chutney),Condiment,Lunch/Dinner,,,small bowl,840.96,202.83,16.22,2.65,13.93,10.61,4.09,1683.36,2876.05,8622.96,0,50.42,72.01,40.46,141,429.96,2.59,0.19,3.06,0.02,0.31,0.06,0.46,0,6.64,7.53,0,27.32,0,16.82,0.12,0.12,1.13,0.19,0.16,0.63,16.82,5.7
Schezwan chutney,Condiment,Lunch/Dinner,,,box,6429.24,1553.26,81.69,25.18,134.16,42.82,43.32,17442.3,27939.68,82534.22,6,268.46,501.19,266.26,3681.04,3121.15,14.83,1.23,10.78,0.07,4.02,0.04,4.53,15.6,60.68,17.08,0,215.74,0,159.08,0.72,1.25,11.1,3.03,2.49,5.18,159.08,26.36
Onion chutney (Pyaaz ki chutney/Vengaya chutney),Condiment,Lunch/Dinner,,,cup,313.31,75.51,7.09,1.56,4.4,3.57,2.41,552.88,873.57,2724.82,0,14.95,31.57,19.85,134.76,179.77,0.62,0.1,1.63,0.01,0.21,0.06,0.28,0,2.03,1.44,0,11.46,0,17.03,0.04,0.04,0.42,0.19,0.07,1.12,17.03,2.83
Dates chutney (Khajoor ki chutney),Condiment,Lunch/Dinner,,,small bowl,1142.02,273.26,57.23,2.82,2.96,49.27,9,390.22,641.81,1659.36,0,75.76,77.64,76.92,202.54,759.99,3.13,0.34,1.75,0.03,0.77,0.02,0.7,0,1.09,3.57,0,21.48,0,17.27,0.06,0.07,1.54,0.41,0.14,0.68,17.27,3.41
Chicken salad,Salad,Lunch/Dinner,,N,bowl,3469.68,835.34,3.22,37.86,74.73,2.38,4.93,5830,40150.24,16239.96,117.63,106.69,416.31,144.58,125.03,702.61,3.05,0.78,27.61,0,0.98,0.03,2.42,52.64,21.82,0.79,1.93,5.76,38.92,35.5,0.2,0.24,12.66,2,0.83,7.32,35.5,4.92
Macaroni salad,Salad,Lunch/Dinner,,,cup,1764.92,422.24,34.83,8.08,28.64,6,0.89,5198.97,14564.69,6212.96,94.43,57.49,135.74,30.14,264.09,236.88,1.25,0.17,16.44,0,0.39,0.01,0.92,90.75,6.6,0.23,0.14,7.43,2.43,34.69,0.1,0.13,1.48,0.67,0.17,4.87,34.69,22.15
Cabbage raita (Pattagobhi raita),Raita,Lunch/Dinner,,,bowl,825.89,196.95,12.18,7.53,13.37,9.78,2.15,7351.63,3276.77,591.76,37.75,275.07,217.93,36.09,290.91,487.82,0.44,0.04,4.45,0,0.16,0,0.91,81.5,0.34,0.21,0,85.82,0,53.73,0.09,0.36,0.42,0.66,0.21,3.61,53.73,28.29
Pomegranate raita (Anaar ka raita),Raita,Lunch/Dinner,,,bowl,439.95,104.79,10.32,5.84,4.67,10.12,0.87,2817.17,1257.65,203.8,6.74,199.51,170.44,21.24,281.55,300.21,0.36,0.05,1.92,0,0.05,0.01,0.7,17.15,0.17,23.74,0,4.92,0,23.86,0.07,0.24,0.28,0.61,0.16,2.91,23.86,4.6
Onion raita (Pyaaz ka raita),Raita,Lunch/Dinner,,,bowl,471.57,111.99,12.31,7.6,3.8,11.06,1.01,2369.38,979.52,181.1,13.48,256.34,221.15,32.16,297.3,422.36,0.48,0.04,2.55,0,0.11,0.01,0.98,34.3,0.1,0.46,0,11.67,0,32.13,0.09,0.34,0.4,0.72,0.17,4.01,32.13,8.44
Green chilli raita (Hari mirch ka raita),Raita,Lunch/Dinner,,,bowl,333.26,79.07,7.85,5.72,3,7.68,0.27,1882.83,781.76,130.29,10.78,198.46,169.41,20.63,165.38,294.17,0.22,0.01,1.96,0,0.02,0,0.71,27.44,0.06,0.13,0,3.04,0,18.82,0.06,0.27,0.25,0.5,0.11,2.6,18.82,4.3
Kale salad,Salad,Lunch/Dinner,,,bowl,395.73,95.35,2.69,2.61,8.22,1.77,0.73,1604.4,4683.82,1199.36,3.28,58.54,52.08,17.28,156.7,180.7,0.69,0.05,1.23,0,0.26,0.11,0.26,10.31,2.1,0.27,0,164.73,0,35.39,0.07,0.04,0.33,0.08,0.11,0.83,35.39,30.49
Spinach and paneer souffle,Main Course,Lunch/Dinner,,,souffle dish,3515.22,839.74,43.48,34.1,60.86,12.65,4.82,35315.6,16886.67,2817.88,342.86,515.56,535.13,94.72,1960.43,892.53,6.34,0.31,32.99,0.01,1.01,0.04,2.94,655.53,2.67,1,0.42,104.19,7.3,133.95,0.32,0.77,2.95,1.46,0.39,17.12,133.95,10.82
Masala souffle,Main Course,Lunch/Dinner,,,souffle dish,7634.6,1833.77,119.08,94.77,109.35,27.27,18.44,58603.39,31690.71,7188.24,1283.55,1539.27,1778.79,271.7,1947,4079.18,11.01,1.02,137.26,0.02,1.97,0.05,12.11,1333.14,14.69,3.34,2.52,76.52,43.83,363.81,0.74,1.62,9.1,8.68,2.33,73.39,363.81,382.64
Chicken and cheese souffle,Main Course,Lunch/Dinner,,N,souffle dish,1482.11,356.5,6.78,17.73,28.81,4.82,0.5,15109.53,7193.22,1247.94,174.47,120.64,225.03,23.94,236.42,313.57,1.24,0.19,19.99,0,0.09,0.01,1.09,285.25,1.13,0.29,0.87,2.23,16.86,28.77,0.1,0.21,4.13,1.23,0.34,8.57,28.77,2.4
Tamarind chutney (Chintapandu pachadi/Puli chutney),Condiment,Lunch/Dinner,,,ml,16.53,3.95,0.91,0.03,0.02,0.83,0.06,7.2,5.15,2.94,0.02,1.46,1.1,1.19,2.74,8.53,0.07,0,0.01,0,0.01,0,0.01,0.09,0,0.09,0,0.04,0,0.18,0,0,0.01,0,0,0.01,0.18,0.03
